Restaurant_Name,Cusines,Ratings,Location,Delivery_review_no,Restaurant_link,Price_for_one
Naati biryani adda,Biryani,4,banashankari,2,https://www.swiggy.com/restaurants/naati-biryani-adda-nagarbhavi-vijayanagar-bangalore-736364,125
The heaven caffe,Snacks,4,j.p nagar,2,https://www.swiggy.com/restaurants/the-heaven-caffe-margosa-road-malleshwaram-bangalore-575702,60
Sri ganesha fruit juice center,Snacks,4.8,vijayanagar,2,https://www.swiggy.com/restaurants/sri-ganesha-fruit-juice-center-4th-t-block-pattabhirama-nagar-bangalore-401401,50
R.S.HOTEL,Chinese,4,malleswaram,2,https://www.swiggy.com/restaurants/r-s-hotel-no-1-6th-cross-nagappa-street-malleshwaram-bangalore-732013,125
Cafessquare,Indian,4,pattabhirama nagar,2,https://www.swiggy.com/restaurants/cafessquare-tent-road-vijayanagar-bangalore-675993,100
Chiru's Biriyani House,Indian,4,malleswaram,2,https://www.swiggy.com/restaurants/chirus-biriyani-house-ittamadu-banashankari-bangalore-724432,200
Good Meals,Salads,4,vijayanagar,2,https://www.swiggy.com/restaurants/good-meals-2nd-phase-girinagar-vijayanagar-bangalore-683917,140
Mahi Bakehouse,Bakery,4,banashankari,2,https://www.swiggy.com/restaurants/mahi-bakehouse-nanjappa-layout-adugodi-bangalore-402678,600
Cake N Candles,Bakery,4,vijayanagar,2,https://www.swiggy.com/restaurants/cake-n-candles-ngos-colony-basaveshwaranagar-bangalore-640327,174.5
The Chariot Veg Restaurant,South Indian,3.6,adugodi,2,https://www.swiggy.com/restaurants/the-chariot-veg-restaurant-residency-road-brigade-road-bangalore-69773,200
Monk Momo,Chinese,4,basaveshwaranagar,2,https://www.swiggy.com/restaurants/monk-momo-1st-stage-btm-layout-bangalore-690613,150
Bengali Food corner,Chinese,2.8,brigade road,2,https://www.swiggy.com/restaurants/bengali-food-corner-bilekahalli-arakere-bangalore-552954,150
Mr sweets,Snacks,3.4,btm layout,2,https://www.swiggy.com/restaurants/mr-sweets-ganganagar-r-t-nagar-bangalore-452296,50
Corner Cafeteriya,Burgers,4,arekere,2,https://www.swiggy.com/restaurants/corner-cafeteriya-mchs-colony-btm-layout-bangalore-638060,50
Rolls Inc.,Snacks,4,rt nagar,2,https://www.swiggy.com/restaurants/rolls-inc-hal-2nd-stage-indiranagar-bangalore-331943,125
K2K,North Indian,4,btm layout,2,https://www.swiggy.com/restaurants/k2k-mahadeshwara-nagar-btm-bangalore-712525,75
Chinese The Dhabha,Indian,4.1,indiranagar,2,https://www.swiggy.com/restaurants/chinese-the-dhabha-anniya-reddy-layout-jp-nagar-bangalore-692387,175
Vedic Chai,Fast Food,4,btm,2,https://www.swiggy.com/restaurants/vedic-chai-halasuru-frazer-town-bangalore-441576,75
Iyengar Tiffins & Condiments,South Indian,4,j.p nagar,2,https://www.swiggy.com/restaurants/iyengar-tiffins-and-condiments-4th-block-basaveshwaranagar-bangalore-722357,60
Sri Krishna Upahar,Chinese,4,frazer town,2,https://www.swiggy.com/restaurants/sri-krishna-upahar-kaveri-layout-koramangala-bangalore-662503,75
chai patti,Beverages,4,basaveshwaranagar,2,https://www.swiggy.com/restaurants/chai-patti-maruthi-nagar-basaveshwaranagar-bangalore-720578,75
Laura Cakes And Desserts,Desserts,4,koramangala,2,https://www.swiggy.com/restaurants/laura-cakes-and-desserts-shastri-nagar-koramangala-bangalore-509259,200
Ripples Ice Cream,Ice Cream,4.6,basaveshwaranagar,2,https://www.swiggy.com/restaurants/ripples-ice-cream-jaraganahalli-jp-nagar-bangalore-137205,150
Ketoism,Snacks,2.1,koramangala,2,https://www.swiggy.com/restaurants/ketoism-1st-block-koramangala-bangalore-378288,150
Sri Krishna Juice And Chats,Chaat,4,j.p nagar,2,https://www.swiggy.com/restaurants/sri-krishna-juice-and-chats-jogupalya-ulsoor-bangalore-494021,125
Mush Cafe - Snack N Sip,Beverages,4,koramangala,2,https://www.swiggy.com/restaurants/mush-cafe-snack-n-sip-byrasandra-jayanagar-bangalore-665181,55
Fa Kitchen,Snacks,4,ulsoor,2,https://www.swiggy.com/restaurants/fa-kitchen-1st-stage-btm-layout-bangalore-651800,100
Sushila Thali Wali Kitchen,North Indian,3.5,j.p nagar,2,https://www.swiggy.com/restaurants/sushila-thali-wali-kitchen-1st-stage-btm-layout-bangalore-224625,75
Freshii al natural,Juices,3.8,btm layout,2,https://www.swiggy.com/restaurants/freshii-al-natural-2nd-stage-btm-layout-bangalore-185233,75
Paivihar,Indian,3.8,btm layout,2,https://www.swiggy.com/restaurants/paivihar-millars-road-vasanth-nagar-bangalore-350672,150
Singhs Desi Swad,Snacks,4.1,btm layout,2,https://www.swiggy.com/restaurants/singhs-desi-swad-2nd-stage-indiranagar-bangalore-417861,200
BKC Restaurant,Biryani,4,vasanth nagar,2,https://www.swiggy.com/restaurants/bkc-restaurant-2nd-stage-btm-layout-bangalore-608551,230
Gerry 's kitchen,Seafood,4,indiranagar,2,https://www.swiggy.com/restaurants/gerry-s-kitchen-xavier-layout-richmond-road-bangalore-439647,225
Everyday Sundae Icecream,Continental,3.7,btm layout,2,https://www.swiggy.com/restaurants/everyday-sundae-icecream-nobel-residency-road-btm-layout-bangalore-361382,150
Rana vada pav,Juices,3.5,richmond road,2,https://www.swiggy.com/restaurants/rana-vada-pav-2nd-stage-btm-layout-bangalore-110588,50
Tea Lounge Cafe,Fast Food,4,btm layout,2,https://www.swiggy.com/restaurants/tea-lounge-cafe-castle-street-ashok-nagar-bangalore-443298,150
New Chawla Chicken,Indian,3.1,btm layout,2,https://www.swiggy.com/restaurants/new-chawla-chicken-2nd-stage-btm-layout-bangalore-213595,200
Home Food Adventures,Kebabs,4,ashok nagar,2,https://www.swiggy.com/restaurants/home-food-adventures-mookambika-nagar-banashankari-bangalore-742829,150
Brown Label Coffee,Beverages,4,btm layout,2,https://www.swiggy.com/restaurants/brown-label-coffee-2nd-stage-btm-layout-bangalore-392909,42.5
Vishwa Darshini,Beverages,4,banashankari,2,https://www.swiggy.com/restaurants/vishwa-darshini-iti-layout-rajarajeshwari-nagar-bangalore-469421,75
Jen & Jo Ice Cream,Desserts,4,btm layout,2,https://www.swiggy.com/restaurants/jen-and-jo-ice-cream-2nd-stage-btm-layout-bangalore-289181,100
Desi tea time,Snacks,4,rajarajeshwari nagar,2,https://www.swiggy.com/restaurants/desi-tea-time-6th-block-koramangala-bangalore-483718,99.5
Sri Ramji sweets,Sweets,3.9,btm layout,2,https://www.swiggy.com/restaurants/sri-ramji-sweets-munnireddy-palya-rt-nagar-bangalore-457452,37.5
The South Treats,Beverages,4,koramangala,2,https://www.swiggy.com/restaurants/the-south-treats-1st-stage-indiranagar-bangalore-647724,75
Fried Cheese,Snacks,4,rt nagar,2,https://www.swiggy.com/restaurants/fried-cheese-1st-block-koramangala-bangalore-467457,200
Cafe Spark,Juices,3.1,indiranagar,2,https://www.swiggy.com/restaurants/cafe-spark-maruti-nagar-btm-layout-bangalore-10776,100
VV Biryani,Chettinad,2.7,koramangala,2,https://www.swiggy.com/restaurants/vv-biryani-1st-stage-btm-layout-bangalore-406055,100
Rolls World,Beverages,4,btm layout,2,https://www.swiggy.com/restaurants/rolls-world-jakksandra-ext-koramangala-bangalore-698894,150
Grab A Snack,Indian,4.9,btm layout,2,https://www.swiggy.com/restaurants/grab-a-snack-1st-block-koramangala-bangalore-342759,150
Energy Bowls,Indian,4,koramangala,2,https://www.swiggy.com/restaurants/energy-bowls-munnireddy-palya-r-t-nagar-bangalore-454148,75
Delhi Streat,Biryani,4,koramangala,2,https://www.swiggy.com/restaurants/delhi-streat-bbmp-south-jayanagar-bangalore-728112,100
Deepak Kitchen,Burgers,4,rt nagar,2,https://www.swiggy.com/restaurants/deepak-kitchen-2nd-stage-btm-layout-bangalore-569209,150
Sri Sai Foods,South Indian,3.8,j.p nagar,2,https://www.swiggy.com/restaurants/sri-sai-foods-4th-t-block-jayanagar-bangalore-457630,74.5
BENGALURU BAADOOTA,Biryani,4,btm layout,2,https://www.swiggy.com/restaurants/bengaluru-baadoota-mallathahalli-vijayanagar-bangalore-726830,200
Baker St. Cakes,Bakery,4,j.p nagar,2,https://www.swiggy.com/restaurants/baker-st-cakes-mahalakshmi-layout-yeshwantpur-bangalore-440389,100
Iksha juice junction,Juices,3.9,vijayanagar,2,https://www.swiggy.com/restaurants/iksha-juice-junction-6th-phase-jp-nagar-bangalore-194126,35
Namma Manne Thindi,South Indian,3.7,yeshwanthpur,2,https://www.swiggy.com/restaurants/namma-manne-thindi-yeshwanthpur-yeshwantpur-bangalore-382858,75
Orange Bake and Juice,Bakery,4.3,j.p nagar,2,https://www.swiggy.com/restaurants/orange-bake-and-juice-1st-stage-btm-layout-bangalore-478975,99.5
Fuel By Snak'S,Continental,4,yeshwanthpur,2,https://www.swiggy.com/restaurants/fuel-by-snaks-kasturba-rd-central-bangalore-bangalore-721548,350
Gulshan Ka Dhaba,Indian,3.3,btm layout,2,https://www.swiggy.com/restaurants/gulshan-ka-dhaba-1st-stage-btm-layout-bangalore-381540,75
Sultan dum biryani,Desserts,3.8,central bangalore,2,https://www.swiggy.com/restaurants/sultan-dum-biryani-1st-stage-indiranagar-bangalore-440349,150
Freshness - Fruits and juices,Beverages,4.1,btm layout,2,https://www.swiggy.com/restaurants/freshness-fruits-and-juices-2nd-stage-btm-layout-bangalore-461265,150
Susie's Burger Zone,American,4,indiranagar,1000,https://www.swiggy.com/restaurants/susies-burger-zone-2nd-stage-btm-layout-bangalore-461268,150
Mamata Biryani House,Chinese,2.2,btm layout,1000,https://www.swiggy.com/restaurants/mamata-biryani-house-2nd-stage-btm-layout-bangalore-232301,250
North Indian Meals,Indian,4,btm layout,1000,https://www.swiggy.com/restaurants/north-indian-meals-7th-block-koramangala-bangalore-564003,75
Shake Side,Street Food,4.5,btm layout,1000,https://www.swiggy.com/restaurants/shake-side-sajapur-road-koramangala-bangalore-655241,125
Gowdra Hatti,South Indian,3.7,koramangala,1000,https://www.swiggy.com/restaurants/gowdra-hatti-18th-cross-road-malleswaram-bangalore-151378,110
Fidelity Global Solutions,Beverages,2.8,koramangala,1000,https://www.swiggy.com/restaurants/fidelity-global-solutions-1st-stage-btm-layout-bangalore-476734,250
Wats in the Wrap,Indian,2.9,malleswaram,1000,https://www.swiggy.com/restaurants/wats-in-the-wrap-2nd-stage-btm-layout-bangalore-461218,150
Burger on Demand,American,4,btm layout,1000,https://www.swiggy.com/restaurants/burger-on-demand-2nd-stage-btm-layout-bangalore-461214,150
Break Fast Macha,North Indian,4,btm layout,1000,https://www.swiggy.com/restaurants/break-fast-macha-yogananda-road-domlur-bangalore-499828,100
Asmita Kichen,North Indian,4,btm layout,1000,https://www.swiggy.com/restaurants/asmita-kichen-gowda-muniswamy-garden-koramangala-bangalore-744284,200
Jaisalmer,Chinese,4,domlur,1000,https://www.swiggy.com/restaurants/jaisalmer-nahars-heritage-hotel-st-marks-road-bangalore-485631,250
The Pastry Cafe,Desserts,4,koramangala,1000,https://www.swiggy.com/restaurants/the-pastry-cafe-teachers-colony-hsr-layout-bangalore-460320,250
Harilal Ka Bihari Dhaba,Chinese,3.8,st marks road,1000,https://www.swiggy.com/restaurants/harilal-ka-bihari-dhaba-1st-block-koramangala-bangalore-404691,75
Amo La Pasta,Italian,4,hsr layout,1000,https://www.swiggy.com/restaurants/amo-la-pasta-shanthinagar-indiranagar-bangalore-656506,300
Fresh Cake,Bakery,3.8,koramangala,1000,https://www.swiggy.com/restaurants/fresh-cake-virat-nagar-bommanahalli-bangalore-450988,125
Sri Raghavendra Tiffianes,Snacks,4,indiranagar,1000,https://www.swiggy.com/restaurants/sri-raghavendra-tiffianes-1st-stage-btm-bangalore-468243,100
Malabar Street Foods,Biryani,4,bommanahalli,1000,https://www.swiggy.com/restaurants/malabar-street-foods-9th-cross-btm-bangalore-727317,125
Juice Truk,Juices,3.8,btm layout,1000,https://www.swiggy.com/restaurants/juice-truk-1st-stage-btm-layout-bangalore-120235,40
Speedbreaker The Desi Cafe,North Indian,3.7,btm,1000,https://www.swiggy.com/restaurants/speedbreaker-the-desi-cafe-2nd-stage-btm-layout-bangalore-272471,150
Neeth Medappa Patisserie,Desserts,4.6,btm layout,1000,https://www.swiggy.com/restaurants/neeth-medappa-patisserie-mg-road-ashok-nagar-bangalore-363380,150
Bob's Burger,Fast Food,4,btm layout,1000,https://www.swiggy.com/restaurants/bobs-burger-tavarekere-btm-layout-bangalore-445333,100
Bangalore Pizza Company,Desserts,4,ashok nagar,1000,https://www.swiggy.com/restaurants/bangalore-pizza-company-hal-2nd-stage-indiranagar-bangalore-480529,200
Grand Bake & Juice,Beverages,4,btm layout,1000,https://www.swiggy.com/restaurants/grand-bake-and-juice-jagruthi-colony-arekere-bangalore-698335,75
Paratha Tales,Snacks,4,indiranagar,1000,https://www.swiggy.com/restaurants/paratha-tales-r-r-nagara-kanakapura-road-bangalore-742539,125
Pizzas and Pastas - By Chef Sunny,Pastas,2.8,arekere,1000,https://www.swiggy.com/restaurants/pizzas-and-pastas-by-chef-sunny-2nd-stage-btm-layout-bangalore-530939,250
Fresh Press Canteen,Continental,4.8,kanakapura,1000,https://www.swiggy.com/restaurants/fresh-press-canteen-7th-phase-jp-nagar-bangalore-328560,200
U.K Corner,Ice Cream,3.9,btm layout,1000,https://www.swiggy.com/restaurants/u-k-corner-ak-colony-sanjay-nagar-bangalore-432457,150
Wow omelette'S by STF TRIO,Snacks,4,j.p nagar,1000,https://www.swiggy.com/restaurants/wow-omelettes-by-stf-trio-balaji-nagar-btm-layout-bangalore-654765,175
Sri Lakshmivenketeshwara Tiffen Center,South Indian,4,sanjay nagar,1000,https://www.swiggy.com/restaurants/sri-lakshmivenketeshwara-tiffen-center-vasanthapura-main-road-kumaraswamy-layout-and-uttarahalli-bangalore-733235,100
Fructus shop,Healthy Food,4,btm layout,1000,https://www.swiggy.com/restaurants/fructus-shop-1st-block-r-t-nagar-bangalore-742190,50
North 2 South,North Indian,4,kumaraswamy layout & uttarahalli,1000,https://www.swiggy.com/restaurants/north-2-south-7-th-main-road-btm-bangalore-731040,124.5
Brew Nation Bangalore,Juices,4,rt nagar,1000,https://www.swiggy.com/restaurants/brew-nation-bangalore-chocolate-factory-road-btm-layout-bangalore-566058,100
Fresh crunch pizza,Burgers,4.1,btm,1000,https://www.swiggy.com/restaurants/fresh-crunch-pizza-hal-2nd-stage-indiranagar-bangalore-559737,200
La Creperie - Namma French Dosa,Desserts,5,btm layout,1000,https://www.swiggy.com/restaurants/la-creperie-namma-french-dosa-1st-stage-indiranagar-bangalore-598076,200
New Gfc Biryani,Kebabs,3.4,indiranagar,1000,https://www.swiggy.com/restaurants/new-gfc-biryani-bilekahalli-arakere-bangalore-550911,150
Burmuda Biryani,Fast Food,3.2,indiranagar,1000,https://www.swiggy.com/restaurants/burmuda-biryani-ns-palya-btm-layout-bangalore-487975,125
Shake It Chicago,Bakery,4,arekere,1000,https://www.swiggy.com/restaurants/shake-it-chicago-1st-stage-btm-layout-bangalore-687182,150
SV Thindi Circle,Chinese,4,btm layout,1000,https://www.swiggy.com/restaurants/sv-thindi-circle-2nd-stage-btm-bangalore-723041,125
Gymers Joint New,Salads,4.1,btm layout,1000,https://www.swiggy.com/restaurants/gymers-joint-new-1st-stage-kumaraswamy-layout-bangalore-447076,100
VB Iyengar Cake House,Desserts,4,btm,1000,https://www.swiggy.com/restaurants/vb-iyengar-cake-house-2nd-stage-btm-layout-bangalore-609688,199.5
The Marvellous Pastries,Bakery,4,kumaraswamy layout,1000,https://www.swiggy.com/restaurants/the-marvellous-pastries-austin-town-richmond-road-bangalore-565656,250
Do Cup Chai,Beverages,4,btm layout,1000,https://www.swiggy.com/restaurants/do-cup-chai-1st-stage-btm-layout-bangalore-417616,75
MERMAID'S TAIL,South Indian,4,richmond road,1000,https://www.swiggy.com/restaurants/mermaids-tail-2nd-stage-btm-layout-bangalore-558928,150
Cream Hut,Ice Cream,4,btm layout,1000,https://www.swiggy.com/restaurants/cream-hut-jawaregowda-nagar-rajarajeshwari-nagar-bangalore-683610,140
Creams and Bites,Ice Cream,5,btm layout,1000,https://www.swiggy.com/restaurants/creams-and-bites-1st-block-koramangala-bangalore-528286,125
Thai Fresh Basil in Wok Kitchen,North Indian,4,rajarajeshwari nagar,1000,https://www.swiggy.com/restaurants/thai-fresh-basil-in-wok-kitchen-btm-bangalore-484404,150
Beijing Flame Combo & Bowl,Chinese,4,koramangala,1000,https://www.swiggy.com/restaurants/beijing-flame-combo-and-bowl-s-g-palya-tavarekere-bangalore-484406,150
Momo Wok,Chinese,4,btm,1000,https://www.swiggy.com/restaurants/momo-wok-4th-block-koramangala-bangalore-667990,100
Top Sharja Point,Juices,4,tavarekere,1000,https://www.swiggy.com/restaurants/top-sharja-point-9th-block-jayanagar-bangalore-628390,90
Shri jai bhavani dhaba,Desserts,4,koramangala,1000,https://www.swiggy.com/restaurants/shri-jai-bhavani-dhaba-channakesahava-nagar-indiranagar-bangalore-680962,125
Malabar Food Cafe,Chinese,4,j.p nagar,1000,https://www.swiggy.com/restaurants/malabar-food-cafe-chikka-madivala-btm-bangalore-718515,100
Annapoorneshwari Dosa Corner,South Indian,3.9,indiranagar,1000,https://www.swiggy.com/restaurants/annapoorneshwari-dosa-corner-annapoorneshwari-nagar-nagarbhavi-bangalore-131250,75
Loca Moca,Cafe,4,btm,1000,https://www.swiggy.com/restaurants/loca-moca-pulikeshi-nagar-frazer-town-bangalore-699575,125
Ice Scoop,Ice Cream,4,nagarbhavi,1000,https://www.swiggy.com/restaurants/ice-scoop-2nd-stage-btm-layout-bangalore-460896,100
Tipsy Cafe,Ice Cream,3.4,frazer town,1000,https://www.swiggy.com/restaurants/tipsy-cafe-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-320678,125
Zafrimo,Snacks,4,btm layout,1000,https://www.swiggy.com/restaurants/zafrimo-ameen-nagar-frazer-town-bangalore-704322,125
Yummy's paratha,Bengali,3.2,central bangalore,1000,https://www.swiggy.com/restaurants/yummys-paratha-2nd-stage-indiranagar-bangalore-570175,2.5
Tasty Samosa,Chinese,4,frazer town,1000,https://www.swiggy.com/restaurants/tasty-samosa-st-bed-layout-koramangala-bangalore-715467,150
Madurai Tiffin House,Indian,2.4,indiranagar,1000,https://www.swiggy.com/restaurants/madurai-tiffin-house-1st-stage-btm-layout-bangalore-296954,150
Heritage Burger,Fast Food,3.4,koramangala,1000,https://www.swiggy.com/restaurants/heritage-burger-n-s-palya-btm-layout-bangalore-476175,125
Gol Roti,North Indian,4,btm layout,1000,https://www.swiggy.com/restaurants/gol-roti-mahalakshmipuram-vijayanagar-bangalore-720423,100
Vamsi Tiffin Center,South Indian,4,btm layout,1000,https://www.swiggy.com/restaurants/vamsi-tiffin-center-ayyappa-temple-block-shanti-nagar-bangalore-583316,50
Milkshake and Lassi,Beverages,3.4,vijayanagar,1000,https://www.swiggy.com/restaurants/milkshake-and-lassi-btm-btm-layout-bangalore-367402,75
Swadishta Bhavan,North Indian,3.5,shanti nagar,1000,https://www.swiggy.com/restaurants/swadishta-bhavan-sg-palya-tavarekere-bangalore-294355,100
SoulFud Fit,Pastas,4,btm layout,1000,https://www.swiggy.com/restaurants/soulfud-fit-shanthinagara-indiranagar-bangalore-656805,400
Cakery and bready,Bakery,4.4,tavarekere,1000,https://www.swiggy.com/restaurants/cakery-and-bready-jakkasandra-koramangala-bangalore-402707,15
RJ 14 Kitchen,North Indian,2.9,indiranagar,1000,https://www.swiggy.com/restaurants/rj-14-kitchen-1st-stage-btm-layout-bangalore-220517,75
Srisailam Cafe,Chaat,4,koramangala,1000,https://www.swiggy.com/restaurants/srisailam-cafe-6th-block-koramangala-bangalore-565065,100
Padmaja's Foods,Indian,4,btm layout,1000,https://www.swiggy.com/restaurants/padmajas-foods-3rd-phase-jp-nagar-bangalore-667096,200
Coffee and Cream,Fast Food,1.6,koramangala,1000,https://www.swiggy.com/restaurants/coffee-and-cream-adi-kabir-ashram-main-rd-r-t-nagar-bangalore-659499,75
CHEESY BITES PIZZA,Pizzas,4,j.p nagar,1000,https://www.swiggy.com/restaurants/cheesy-bites-pizza-cashier-layout-btm-bangalore-721315,125
Maach Misti And More,Biryani,3.9,rt nagar,1000,https://www.swiggy.com/restaurants/maach-misti-and-more-2nd-stage-btm-layout-bangalore-197849,150
Momo Day,Indian,4,btm,1000,https://www.swiggy.com/restaurants/momo-day-1st-stage-btm-layout-bangalore-597086,90
The Burger Shack,American,3.1,btm layout,1000,https://www.swiggy.com/restaurants/the-burger-shack-n-s-palya-btm-layout-bangalore-478708,125
Fit Kitchen,Healthy Food,4,btm layout,1000,https://www.swiggy.com/restaurants/fit-kitchen-bbmp-south-jayanagar-bangalore-732477,100
Karunada Juice And Snacks,Snacks,4,btm layout,1000,https://www.swiggy.com/restaurants/karunada-juice-and-snacks-2nd-stage-btm-bangalore-731111,175
Ammana Kairuchi - Naati Style,Biryani,4,j.p nagar,1000,https://www.swiggy.com/restaurants/ammana-kairuchi-naati-style-friends-colony-kumaraswamy-layout-and-uttarahalli-bangalore-697734,75
Maruti Sandwich,Beverages,4,btm,1000,https://www.swiggy.com/restaurants/maruti-sandwich-1st-stage-btm-bangalore-727981,150
Sandwich Menu,Snacks,4,kumaraswamy layout & uttarahalli,1000,https://www.swiggy.com/restaurants/sandwich-menu-tavarekere-btm-bangalore-727974,150
morning breakfast cafe Point,Juices,4,btm,1000,https://www.swiggy.com/restaurants/morning-breakfast-cafe-point-halasuru-indiranagar-bangalore-744063,100
Caffeine Cafe,Chinese,4,btm,1000,https://www.swiggy.com/restaurants/caffeine-cafe-khb-colony-koramangala-bangalore-677267,125
Freshness,Beverages,5,indiranagar,1000,https://www.swiggy.com/restaurants/freshness-4th-block-koramangala-bangalore-508550,175
Wrap N Rolls,North Indian,4.3,koramangala,1000,https://www.swiggy.com/restaurants/wrap-n-rolls-shankar-nagar-yeshwantpur-bangalore-428441,100
Dosa Camp,Beverages,2.1,koramangala,1000,https://www.swiggy.com/restaurants/dosa-camp-2nd-stage-btm-layout-bangalore-495680,100
Cake Dies,Desserts,3.8,yeshwanthpur,1000,https://www.swiggy.com/restaurants/cake-dies-2nd-stage-btm-layout-bangalore-459137,175
Rich Sandwich,Combo,2.3,btm layout,1000,https://www.swiggy.com/restaurants/rich-sandwich-2nd-stage-btm-layout-bangalore-407962,150
Bhartiya Zaika,Chinese,4,btm layout,1000,https://www.swiggy.com/restaurants/bhartiya-zaika-1st-stage-btm-layout-bangalore-682653,100
Red Hot Chilly Pepper,Chinese,3.5,btm layout,1000,https://www.swiggy.com/restaurants/red-hot-chilly-pepper-4th-block-bommanahalli-bangalore-343489,140
Nature fresh ice & spice,Indian,3.6,btm layout,1000,https://www.swiggy.com/restaurants/nature-fresh-ice-and-spice-2nd-stage-btm-layout-bangalore-156877,50
Trupati Pure Veg Restaurant,Juices,4,bommanahalli,1000,https://www.swiggy.com/restaurants/trupati-pure-veg-restaurant-bannerghatta-main-rd-jp-nagar-bangalore-714197,50
Sff T Foods,South Indian,4,btm layout,1000,https://www.swiggy.com/restaurants/sff-t-foods-ews-colony-btm-bangalore-743760,75
Naati Tiffin Room,Biryani,4,j.p nagar,1000,https://www.swiggy.com/restaurants/naati-tiffin-room-bhavani-nagar-btm-bangalore-748784,150
Mehman bhojanalya,Snacks,4,btm,1000,https://www.swiggy.com/restaurants/mehman-bhojanalya-old-madiwala-btm-bangalore-736306,75
Cafe Ni-O-Ven,Continental,3.7,btm,1000,https://www.swiggy.com/restaurants/cafe-ni-o-ven-2nd-stage-btm-layout-bangalore-462488,150
Karavali Lunch Home,Biryani,4,btm,1000,https://www.swiggy.com/restaurants/karavali-lunch-home-majestic-bangalore-41386,150
Domino's Pizza,Italian,4,btm layout,1000,https://www.swiggy.com/restaurants/dominos-pizza-kalpavriksha-basavanagudi-bangalore-364221,200
Cake Town,Desserts,3.7,majestic,1000,https://www.swiggy.com/restaurants/cake-town-2nd-stage-btm-layout-bangalore-479725,125
Hari Super Sandwich,Street Food,4,basavanagudi,1000,https://www.swiggy.com/restaurants/hari-super-sandwich-2nd-stage-btm-layout-bangalore-313780,50
Clay Pot Tea,Fast Food,4.2,btm layout,1000,https://www.swiggy.com/restaurants/clay-pot-tea-viveknagar-ejipura-bangalore-477091,150
Into The Juice,Beverages,4.6,btm layout,1000,https://www.swiggy.com/restaurants/into-the-juice-st-bed-layout-koramangala-bangalore-383005,150
MOJO Pizza - 2X Toppings,Italian,4.1,ejipura,1000,https://www.swiggy.com/restaurants/mojo-pizza-2x-toppings-vv-puram-basavanagudi-bangalore-622161,125
NH1 Bowls - Highway To North,Punjabi,4.5,koramangala,1000,https://www.swiggy.com/restaurants/nh1-bowls-highway-to-north-azad-nagar-mysore-road-bangalore-425576,125
BOX8 - Desi Meals,Biryani,4.1,basavanagudi,1000,https://www.swiggy.com/restaurants/box8-desi-meals-azad-nagar-mysore-road-bangalore-425570,125
Oven Story Pizza,Pastas,4.1,mysore road,1000,https://www.swiggy.com/restaurants/oven-story-pizza-rashtriya-vidyalaya-rd-jayanagar-bangalore-93499,200
"WeFit-Bowls, Salads & Sandwiches",Salads,4.1,mysore road,1000,https://www.swiggy.com/restaurants/wefit-bowls-salads-and-sandwiches-vv-puram-azad-nagar-bangalore-643793,125
ZAZA Mughal Biryani,North Indian,3.4,j.p nagar,1000,https://www.swiggy.com/restaurants/zaza-mughal-biryani-azad-nagar-mysore-road-bangalore-425575,125
Mealful Rolls - India's Biggest Rolls,Snacks,4.5,azad nagar,1000,https://www.swiggy.com/restaurants/mealful-rolls-indias-biggest-rolls-azad-nagar-city-market-bangalore-425572,125
BOOM Sandwich - Explosion of Flavours,Indian,4,mysore road,1000,https://www.swiggy.com/restaurants/boom-sandwich-explosion-of-flavours-azad-nagar-mysore-road-bangalore-692187,125
Itminaan Matka Biryani - Slow Cooked,North Indian,4.1,city market,1000,https://www.swiggy.com/restaurants/itminaan-matka-biryani-slow-cooked-azad-nagar-mysore-road-bangalore-425571,125
"Bhatti Chicken - Grilled, NOT Fried!",Snacks,4.3,mysore road,1000,https://www.swiggy.com/restaurants/bhatti-chicken-grilled-not-fried-vv-puram-basavanagudi-bangalore-616234,125
LeanCrust Pizza- ThinCrust Experts,Italian,4.3,mysore road,1000,https://www.swiggy.com/restaurants/leancrust-pizza-thincrust-experts-azad-nagar-mysore-road-bangalore-681571,150
GLOBO Ice Creams Of The World,Desserts,4.3,basavanagudi,1000,https://www.swiggy.com/restaurants/globo-ice-creams-of-the-world-azad-nagar-mysore-road-bangalore-681321,75
The kolhapur vadapav misal poha,Snacks,4.4,mysore road,1000,https://www.swiggy.com/restaurants/the-kolhapur-vadapav-misal-poha-teachers-colony-hsr-bangalore-722851,75
Cafe Noir,Italian,4.4,mysore road,1000,https://www.swiggy.com/restaurants/cafe-noir-chikkadugodi-tavarekere-bangalore-53602,300
Haagen Dazs,Desserts,3.9,hsr,1000,https://www.swiggy.com/restaurants/haagen-dazs-phoenix-arcade-church-street-bangalore-374351,300
Shree Cool Point,Beverages,4.4,tavarekere,1000,https://www.swiggy.com/restaurants/shree-cool-point-rpc-layout-vijay-nagar-bangalore-112727,50
Pizza House,Pizzas,3.2,church street,1000,https://www.swiggy.com/restaurants/pizza-house-am-road-sulthangunta-shivaji-nagar-bangalore-657064,200
Cafe X7,Beverages,3.8,vijayanagar,1000,https://www.swiggy.com/restaurants/cafe-x7-sector-6-hsr-layout-bangalore-601076,100
Mango Tree KitchenS,Chinese,4,shivajinagar,1000,https://www.swiggy.com/restaurants/mango-tree-kitchens-bannerghatta-main-road-arekere-bangalore-701428,125
